,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,num_of_random_dilations_per_win_size,win_lengths,norm_options,word_lengths,alphabet_size,feature_selection,max_feature_count
3,CBOSS_Dilation,BirdChicken,0.95,33.64903,0.83903,1869,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
4,CBOSS_Dilation,Car,0.83333,35.93866,2.343,17472,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
5,CBOSS_Dilation,CBF,0.93778,26.14453,27.17333,609,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
6,CBOSS_Dilation,Coffee,1.0,9.39158,2.3324,189,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.76471,5.47006,15.34325,1344,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.69065,37.96288,4.64002,2247,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.64855,257.37707,12.962,4830,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.61871,24.97374,4.81125,11319,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.84,120.87968,4.75729,693,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.98606,10.11158,28.40269,525,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.76093,20.111,25.15189,0,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.54545,83.38613,6.97631,6069,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.66323,80.9433,12.80806,4662,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.50649,180.58066,6.98527,26040,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.86667,19.4001,1.33735,294,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,15.21906,4.33666,15582,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.8439,54.17738,7.36845,7917,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.83849,47.18704,10.38513,6909,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.6878,33.28209,6.93039,27006,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.51667,38.2929,7.55864,2499,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.9324,15.76774,33.80433,42,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
24,CBOSS_Dilation,Wine,0.62963,17.27806,1.82958,105,21,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.77143,15.59881,8.65697,8275,25,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
1,CBOSS_Dilation,Beef,0.63333,16.51824,2.08319,7575,25,[0],"[True, False]","[16, 14, 12, 10, 8]",4,chi2,256
