,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,n_shapelet_samples,max_shapelet_length,max_shapelets
1,STC_Dilation,Beef,0.86667,65.63451,9.5241,10000,10000,20,50000
2,STC_Dilation,BeetleFly,0.9,43.71294,6.0458,10000,10000,20,50000
3,STC_Dilation,BirdChicken,0.8,42.05982,5.62198,10000,10000,20,50000
4,STC_Dilation,Car,0.86667,147.7992,28.47225,10000,10000,20,50000
5,STC_Dilation,CBF,0.99444,21.87493,25.38823,10000,10000,20,50000
6,STC_Dilation,Coffee,1.0,33.25687,4.67502,10000,10000,20,50000
7,STC_Dilation,DiatomSizeReduction,0.93791,27.26458,14.31966,10000,10000,20,50000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.71942,292.80001,32.61581,10000,10000,20,50000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77899,601.14994,72.66543,10000,10000,20,50000
10,STC_Dilation,DistalPhalanxTW,0.70504,314.29239,31.04396,10000,10000,20,50000
11,STC_Dilation,ECG200,0.82,52.25083,10.41726,10000,10000,20,50000
12,STC_Dilation,ECGFiveDays,0.97677,15.87186,17.88083,10000,10000,20,50000
13,STC_Dilation,ItalyPowerDemand,0.95918,11.8449,10.65922,10000,10000,20,50000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,306.8352,36.08626,10000,10000,20,50000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.8488,648.82444,76.97199,10000,10000,20,50000
16,STC_Dilation,MiddlePhalanxTW,0.5974,376.33344,35.01188,10000,10000,20,50000
17,STC_Dilation,OliveOil,0.9,70.71407,11.17286,10000,10000,20,50000
18,STC_Dilation,Plane,1.0,81.61189,15.58974,10000,10000,20,50000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.81463,299.6977,42.76885,10000,10000,20,50000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89003,657.46895,78.02356,10000,10000,20,50000
21,STC_Dilation,ProximalPhalanxTW,0.78537,323.40347,43.20153,10000,10000,20,50000
22,STC_Dilation,SyntheticControl,0.97333,156.01691,34.40022,10000,10000,20,50000
23,STC_Dilation,TwoLeadECG,0.99473,11.98138,14.46655,10000,10000,20,50000
24,STC_Dilation,Wine,0.74074,62.78914,11.63386,10000,10000,20,50000
0,STC_Dilation,ArrowHead,0.76571,29.98541,9.28834,360,10000,40,
1,STC_Dilation,Beef,0.86667,35.16399,3.6054,300,10000,40,
2,STC_Dilation,BeetleFly,0.85,24.20126,2.26023,200,10000,40,
3,STC_Dilation,BirdChicken,0.85,23.92771,2.13954,200,10000,40,
4,STC_Dilation,Car,0.88333,77.70731,10.42847,600,10000,40,
5,STC_Dilation,CBF,0.99889,16.1334,16.57389,300,10000,40,
6,STC_Dilation,Coffee,1.0,24.221,2.82071,280,10000,40,
7,STC_Dilation,DiatomSizeReduction,0.95098,16.78843,6.81567,160,10000,40,
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,180.59218,17.21108,1000,10000,40,
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.79348,384.40918,37.55691,1000,10000,40,
10,STC_Dilation,DistalPhalanxTW,0.66187,173.40195,15.20378,1000,10000,40,
11,STC_Dilation,ECG200,0.82,36.3781,6.62316,1000,10000,40,
12,STC_Dilation,ECGFiveDays,1.0,12.45384,12.66959,230,10000,40,
13,STC_Dilation,ItalyPowerDemand,0.96307,11.42797,10.40707,670,10000,40,
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.54545,183.24191,18.54543,1000,10000,40,
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85911,367.00954,35.10007,1000,10000,40,
16,STC_Dilation,MiddlePhalanxTW,0.54545,223.77902,20.07836,1000,10000,40,
17,STC_Dilation,OliveOil,0.93333,33.70154,3.696,300,10000,40,
18,STC_Dilation,Plane,1.0,52.91792,8.85641,1000,10000,40,
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,198.58507,25.51828,1000,10000,40,
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89003,385.23184,37.30603,1000,10000,40,
21,STC_Dilation,ProximalPhalanxTW,0.79024,175.51666,20.08046,1000,10000,40,
22,STC_Dilation,SyntheticControl,0.99667,104.83506,21.39826,1000,10000,40,
23,STC_Dilation,TwoLeadECG,0.98946,9.19625,9.03572,230,10000,40,
24,STC_Dilation,Wine,0.96296,43.90578,7.34298,570,10000,40,
0,STC_Dilation,ArrowHead,0.83429,31.28133,9.72632,10000,10000,40,10000
1,STC_Dilation,Beef,0.83333,48.01596,6.10365,10000,10000,40,10000
2,STC_Dilation,BeetleFly,0.9,31.61632,3.58074,10000,10000,40,10000
3,STC_Dilation,BirdChicken,0.85,31.49,3.42386,10000,10000,40,10000
4,STC_Dilation,Car,0.91667,112.33916,19.23715,10000,10000,40,10000
5,STC_Dilation,CBF,1.0,15.70302,16.07568,10000,10000,40,10000
6,STC_Dilation,Coffee,1.0,26.63739,3.28415,10000,10000,40,10000
7,STC_Dilation,DiatomSizeReduction,0.92484,20.78613,9.41387,10000,10000,40,10000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.71942,222.10808,23.73724,10000,10000,40,10000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78986,448.52762,48.41426,10000,10000,40,10000
10,STC_Dilation,DistalPhalanxTW,0.67626,236.09933,23.60149,10000,10000,40,10000
11,STC_Dilation,ECG200,0.81,35.32393,6.41519,10000,10000,40,10000
12,STC_Dilation,ECGFiveDays,1.0,12.99227,13.44858,10000,10000,40,10000
13,STC_Dilation,ItalyPowerDemand,0.96696,10.78978,9.38595,10000,10000,40,10000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57792,225.3679,24.85823,10000,10000,40,10000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.8488,478.78143,55.66154,10000,10000,40,10000
16,STC_Dilation,MiddlePhalanxTW,0.57143,269.73635,26.1025,10000,10000,40,10000
17,STC_Dilation,OliveOil,0.9,50.48078,7.20185,10000,10000,40,10000
18,STC_Dilation,Plane,1.0,54.4839,9.08468,10000,10000,40,10000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,221.88526,31.32385,10000,10000,40,10000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89003,493.92392,55.09136,10000,10000,40,10000
21,STC_Dilation,ProximalPhalanxTW,0.79512,241.74031,31.81495,10000,10000,40,10000
22,STC_Dilation,SyntheticControl,0.99667,108.37993,23.25741,10000,10000,40,10000
23,STC_Dilation,TwoLeadECG,0.99561,9.78598,10.50717,10000,10000,40,10000
24,STC_Dilation,Wine,0.90741,44.7886,7.40122,10000,10000,40,10000
0,STC_Dilation,ArrowHead,0.78286,30.92235,9.75222,10000,10000,40,20000
1,STC_Dilation,Beef,0.83333,46.00459,5.70167,10000,10000,40,20000
2,STC_Dilation,BeetleFly,0.85,31.54341,3.48339,10000,10000,40,20000
3,STC_Dilation,BirdChicken,0.85,31.44501,3.43585,10000,10000,40,20000
4,STC_Dilation,Car,0.9,111.74203,19.05328,10000,10000,40,20000
5,STC_Dilation,CBF,1.0,16.16476,16.9782,10000,10000,40,20000
6,STC_Dilation,Coffee,1.0,26.40998,3.256,10000,10000,40,20000
7,STC_Dilation,DiatomSizeReduction,0.92484,19.8971,8.75027,10000,10000,40,20000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,216.67063,22.66397,10000,10000,40,20000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77899,451.16426,50.06741,10000,10000,40,20000
10,STC_Dilation,DistalPhalanxTW,0.69065,236.53607,24.19756,10000,10000,40,20000
11,STC_Dilation,ECG200,0.79,36.32243,6.5608,10000,10000,40,20000
12,STC_Dilation,ECGFiveDays,1.0,13.37429,14.17776,10000,10000,40,20000
13,STC_Dilation,ItalyPowerDemand,0.96599,10.71467,9.03591,10000,10000,40,20000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.54545,225.61799,24.8782,10000,10000,40,20000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86254,474.89007,52.51904,10000,10000,40,20000
16,STC_Dilation,MiddlePhalanxTW,0.57143,261.37555,24.39371,10000,10000,40,20000
17,STC_Dilation,OliveOil,0.9,50.55845,7.20585,10000,10000,40,20000
18,STC_Dilation,Plane,1.0,53.04303,8.9437,10000,10000,40,20000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,223.87828,31.44456,10000,10000,40,20000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.8866,500.46863,57.3838,10000,10000,40,20000
21,STC_Dilation,ProximalPhalanxTW,0.80976,238.28168,31.22234,10000,10000,40,20000
22,STC_Dilation,SyntheticControl,0.99667,104.42548,21.28118,10000,10000,40,20000
23,STC_Dilation,TwoLeadECG,0.99561,9.48545,9.93911,10000,10000,40,20000
24,STC_Dilation,Wine,0.85185,43.36977,7.17854,10000,10000,40,20000
0,STC_Dilation,ArrowHead,0.77714,31.4829,9.8825,10000,10000,40,30000
1,STC_Dilation,Beef,0.86667,49.33396,5.72875,10000,10000,40,30000
2,STC_Dilation,BeetleFly,0.8,31.53445,3.55103,10000,10000,40,30000
3,STC_Dilation,BirdChicken,0.85,30.24522,3.18352,10000,10000,40,30000
4,STC_Dilation,Car,0.86667,113.07208,19.22659,10000,10000,40,30000
5,STC_Dilation,CBF,0.97556,15.99743,16.40491,10000,10000,40,30000
6,STC_Dilation,Coffee,1.0,25.84183,3.07977,10000,10000,40,30000
7,STC_Dilation,DiatomSizeReduction,0.92484,20.24455,9.35769,10000,10000,40,30000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,222.73054,23.78369,10000,10000,40,30000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78986,452.12624,49.51605,10000,10000,40,30000
10,STC_Dilation,DistalPhalanxTW,0.70504,229.72662,22.94626,10000,10000,40,30000
11,STC_Dilation,ECG200,0.82,36.09129,6.62003,10000,10000,40,30000
12,STC_Dilation,ECGFiveDays,1.0,13.47223,14.34409,10000,10000,40,30000
13,STC_Dilation,ItalyPowerDemand,0.95821,10.69558,9.09403,10000,10000,40,30000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,226.81984,25.45435,10000,10000,40,30000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86598,476.21071,54.12462,10000,10000,40,30000
16,STC_Dilation,MiddlePhalanxTW,0.57792,264.35361,25.03089,10000,10000,40,30000
17,STC_Dilation,OliveOil,0.93333,49.55032,6.84476,10000,10000,40,30000
18,STC_Dilation,Plane,1.0,54.83547,9.4042,10000,10000,40,30000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,221.34511,30.35642,10000,10000,40,30000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89691,507.84745,55.6634,10000,10000,40,30000
21,STC_Dilation,ProximalPhalanxTW,0.79512,239.88561,31.92091,10000,10000,40,30000
22,STC_Dilation,SyntheticControl,0.99667,104.37258,21.38637,10000,10000,40,30000
23,STC_Dilation,TwoLeadECG,0.98771,9.06849,9.17479,10000,10000,40,30000
24,STC_Dilation,Wine,0.90741,44.27805,7.40245,10000,10000,40,30000
0,STC_Dilation,ArrowHead,0.75429,32.49473,10.53061,10000,10000,40,50000
1,STC_Dilation,Beef,0.83333,46.84793,5.64821,10000,10000,40,50000
2,STC_Dilation,BeetleFly,0.8,31.38317,3.51539,10000,10000,40,50000
3,STC_Dilation,BirdChicken,0.8,31.63594,3.52439,10000,10000,40,50000
4,STC_Dilation,Car,0.85,111.49436,18.63102,10000,10000,40,50000
5,STC_Dilation,CBF,0.97556,16.14911,16.09429,10000,10000,40,50000
6,STC_Dilation,Coffee,1.0,25.62908,3.01407,10000,10000,40,50000
7,STC_Dilation,DiatomSizeReduction,0.93464,20.38443,9.05982,10000,10000,40,50000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,220.40853,23.17517,10000,10000,40,50000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78261,461.10913,51.57815,10000,10000,40,50000
10,STC_Dilation,DistalPhalanxTW,0.66906,231.35497,23.31488,10000,10000,40,50000
11,STC_Dilation,ECG200,0.82,35.63836,6.41158,10000,10000,40,50000
12,STC_Dilation,ECGFiveDays,1.0,13.052,13.6561,10000,10000,40,50000
13,STC_Dilation,ItalyPowerDemand,0.96599,11.17776,9.36522,10000,10000,40,50000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,226.32556,25.02456,10000,10000,40,50000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.84192,486.0116,54.0293,10000,10000,40,50000
16,STC_Dilation,MiddlePhalanxTW,0.57143,267.05669,26.4656,10000,10000,40,50000
17,STC_Dilation,OliveOil,0.9,49.46421,6.90958,10000,10000,40,50000
18,STC_Dilation,Plane,1.0,53.87121,9.1155,10000,10000,40,50000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,224.89647,30.63427,10000,10000,40,50000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89691,487.82701,55.23137,10000,10000,40,50000
21,STC_Dilation,ProximalPhalanxTW,0.79024,235.55272,30.86722,10000,10000,40,50000
22,STC_Dilation,SyntheticControl,0.99667,106.08474,22.06702,10000,10000,40,50000
23,STC_Dilation,TwoLeadECG,0.99649,9.56631,9.66378,10000,10000,40,50000
24,STC_Dilation,Wine,0.81481,44.73294,7.54595,10000,10000,40,50000
0,STC_Dilation,ArrowHead,0.78857,27.29577,6.95649,360,10000,80,
1,STC_Dilation,Beef,0.9,38.17812,3.50425,300,10000,80,
2,STC_Dilation,BeetleFly,1.0,26.04058,2.02713,200,10000,80,
3,STC_Dilation,BirdChicken,0.85,26.24086,1.83988,200,10000,80,
4,STC_Dilation,Car,0.9,91.26875,11.31279,600,10000,80,
5,STC_Dilation,CBF,0.97778,12.92786,9.95165,300,10000,80,
6,STC_Dilation,Coffee,0.96429,20.81602,1.91657,280,10000,80,
7,STC_Dilation,DiatomSizeReduction,0.95425,17.06459,5.85691,160,10000,80,
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,155.68614,14.6904,1000,10000,80,
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.79348,378.33032,40.51886,1000,10000,80,
10,STC_Dilation,DistalPhalanxTW,0.69065,150.53216,12.73202,1000,10000,80,
11,STC_Dilation,ECG200,0.85,25.44044,4.01262,1000,10000,80,
12,STC_Dilation,ECGFiveDays,0.99535,10.74807,9.77953,230,10000,80,
13,STC_Dilation,ItalyPowerDemand,0.96307,10.64127,8.92693,670,10000,80,
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,160.69648,16.24649,1000,10000,80,
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.83849,360.60528,37.13392,1000,10000,80,
16,STC_Dilation,MiddlePhalanxTW,0.54545,178.30693,15.25094,1000,10000,80,
17,STC_Dilation,OliveOil,0.93333,34.65927,3.29127,300,10000,80,
18,STC_Dilation,Plane,1.0,40.18824,5.72405,1000,10000,80,
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,160.95633,20.84695,1000,10000,80,
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.8866,349.61871,35.75077,1000,10000,80,
21,STC_Dilation,ProximalPhalanxTW,0.77073,156.61429,18.60655,1000,10000,80,
22,STC_Dilation,SyntheticControl,0.99333,94.09181,19.90614,1000,10000,80,
23,STC_Dilation,TwoLeadECG,0.98859,8.63869,7.69484,230,10000,80,
24,STC_Dilation,Wine,0.94444,36.6665,5.30424,570,10000,80,
0,STC_Dilation,ArrowHead,0.78857,26.78723,6.89496,10000,10000,80,10000
1,STC_Dilation,Beef,0.9,40.87091,3.92401,10000,10000,80,10000
2,STC_Dilation,BeetleFly,1.0,28.92649,2.36188,10000,10000,80,10000
3,STC_Dilation,BirdChicken,0.85,27.45207,2.03586,10000,10000,80,10000
4,STC_Dilation,Car,0.91667,94.04901,11.997,10000,10000,80,10000
5,STC_Dilation,CBF,0.95667,12.90438,9.79321,10000,10000,80,10000
6,STC_Dilation,Coffee,0.96429,19.79125,1.77217,10000,10000,80,10000
7,STC_Dilation,DiatomSizeReduction,0.93791,17.49342,6.13317,10000,10000,80,10000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.71942,163.9437,15.92499,10000,10000,80,10000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.79348,375.32301,38.7831,10000,10000,80,10000
10,STC_Dilation,DistalPhalanxTW,0.69784,171.85548,16.22724,10000,10000,80,10000
11,STC_Dilation,ECG200,0.86,25.76732,4.15965,10000,10000,80,10000
12,STC_Dilation,ECGFiveDays,0.99535,10.38351,9.31431,10000,10000,80,10000
13,STC_Dilation,ItalyPowerDemand,0.96113,10.95511,9.47245,10000,10000,80,10000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,165.7525,16.7101,10000,10000,80,10000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.83505,374.21065,40.71872,10000,10000,80,10000
16,STC_Dilation,MiddlePhalanxTW,0.54545,193.13369,17.65902,10000,10000,80,10000
17,STC_Dilation,OliveOil,0.9,40.02145,4.40151,10000,10000,80,10000
18,STC_Dilation,Plane,1.0,38.98719,5.43337,10000,10000,80,10000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.8439,163.9535,21.63219,10000,10000,80,10000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.87629,370.18687,39.0127,10000,10000,80,10000
21,STC_Dilation,ProximalPhalanxTW,0.77561,174.71658,22.36644,10000,10000,80,10000
22,STC_Dilation,SyntheticControl,0.99667,92.93513,19.43739,10000,10000,80,10000
23,STC_Dilation,TwoLeadECG,0.99473,8.21016,6.4805,10000,10000,80,10000
24,STC_Dilation,Wine,0.98148,37.03859,5.33146,10000,10000,80,10000
0,STC_Dilation,ArrowHead,0.8,26.37939,6.76723,10000,10000,80,20000
1,STC_Dilation,Beef,0.86667,39.79163,3.74827,10000,10000,80,20000
2,STC_Dilation,BeetleFly,0.95,28.04414,2.25759,10000,10000,80,20000
3,STC_Dilation,BirdChicken,0.8,28.52624,2.28188,10000,10000,80,20000
4,STC_Dilation,Car,0.83333,95.4638,12.46522,10000,10000,80,20000
5,STC_Dilation,CBF,0.95556,13.09841,10.70853,10000,10000,80,20000
6,STC_Dilation,Coffee,0.96429,20.59033,1.82408,10000,10000,80,20000
7,STC_Dilation,DiatomSizeReduction,0.94118,18.06399,6.34472,10000,10000,80,20000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,163.86465,15.78209,10000,10000,80,20000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78986,370.11474,38.31201,10000,10000,80,20000
10,STC_Dilation,DistalPhalanxTW,0.69065,170.6112,15.98585,10000,10000,80,20000
11,STC_Dilation,ECG200,0.84,24.39002,3.75543,10000,10000,80,20000
12,STC_Dilation,ECGFiveDays,0.99419,10.35708,9.17662,10000,10000,80,20000
13,STC_Dilation,ItalyPowerDemand,0.96696,10.99684,9.41289,10000,10000,80,20000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.5974,167.13771,17.20213,10000,10000,80,20000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.84192,383.34481,42.43757,10000,10000,80,20000
16,STC_Dilation,MiddlePhalanxTW,0.55844,190.73178,17.09953,10000,10000,80,20000
17,STC_Dilation,OliveOil,0.9,40.34164,4.43072,10000,10000,80,20000
18,STC_Dilation,Plane,1.0,38.95645,5.33677,10000,10000,80,20000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,168.06352,23.12553,10000,10000,80,20000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.87973,381.52054,41.47085,10000,10000,80,20000
21,STC_Dilation,ProximalPhalanxTW,0.77073,169.25284,20.58831,10000,10000,80,20000
22,STC_Dilation,SyntheticControl,0.99667,95.10846,19.43661,10000,10000,80,20000
23,STC_Dilation,TwoLeadECG,0.99385,8.42981,7.18071,10000,10000,80,20000
