,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,n_intervals_prop,interval_length_prop,interval_lengths,num_of_random_dilations,n_estimators
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,31.18394,6.72349,62400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,61.97896,7.93007,62400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
10,TSF_Dilation,DistalPhalanxTW,0.69065,36.46508,6.57304,62400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
11,TSF_Dilation,ECG200,0.59,15.01428,6.95901,70200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
12,TSF_Dilation,ECGFiveDays,0.9698,9.56876,19.71872,85800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
13,TSF_Dilation,ItalyPowerDemand,0.93197,5.73748,7.32236,31200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.23377,34.59168,6.82835,62400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.42955,57.87861,8.184,62400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
16,TSF_Dilation,MiddlePhalanxTW,0.42857,49.48509,7.27886,62400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
17,TSF_Dilation,OliveOil,0.66667,30.96882,16.91477,179400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
18,TSF_Dilation,Plane,1.0,19.93604,10.02998,93600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.8439,40.31756,7.37555,62400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.46048,54.69539,8.0623,62400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
21,TSF_Dilation,ProximalPhalanxTW,0.70732,39.61889,7.33137,62400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
22,TSF_Dilation,SyntheticControl,0.84,23.86355,6.33734,54600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
23,TSF_Dilation,TwoLeadECG,0.50044,7.62424,15.5166,70200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
24,TSF_Dilation,Wine,0.5,19.61646,11.73868,117000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",13,200
0,TSF_Dilation,ArrowHead,0.55429,18.97373,16.69159,126000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
1,TSF_Dilation,Beef,0.2,28.73502,16.40194,176400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
2,TSF_Dilation,BeetleFly,0.5,26.40552,16.38924,184800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
3,TSF_Dilation,BirdChicken,0.5,25.81645,16.75111,184800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
4,TSF_Dilation,Car,0.23333,47.43543,20.31993,201600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
5,TSF_Dilation,CBF,0.41667,11.18916,20.16569,92400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
6,TSF_Dilation,Coffee,0.92857,16.67698,11.91389,134400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
7,TSF_Dilation,DiatomSizeReduction,0.88562,22.75218,24.45641,151200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
8,TSF_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,32.93159,6.86068,67200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
9,TSF_Dilation,DistalPhalanxOutlineCorrect,0.41667,64.15149,8.99173,67200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
10,TSF_Dilation,DistalPhalanxTW,0.68345,42.45988,7.12447,67200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
11,TSF_Dilation,ECG200,0.72,13.43645,7.78063,75600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
12,TSF_Dilation,ECGFiveDays,0.96864,11.38117,20.89811,92400,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
13,TSF_Dilation,ItalyPowerDemand,0.89018,5.5029,7.07454,33600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
14,TSF_Dilation,MiddlePhalanxOutlineAgeGroup,0.48052,37.50114,7.31523,67200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
15,TSF_Dilation,MiddlePhalanxOutlineCorrect,0.42955,61.17158,8.70575,67200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
16,TSF_Dilation,MiddlePhalanxTW,0.34416,56.25223,7.65971,67200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
17,TSF_Dilation,OliveOil,0.4,32.09061,17.28747,193200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
18,TSF_Dilation,Plane,0.99048,27.08218,12.12455,100800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
19,TSF_Dilation,ProximalPhalanxOutlineAgeGroup,0.8439,36.71544,7.91011,67200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
20,TSF_Dilation,ProximalPhalanxOutlineCorrect,0.31615,57.15138,8.70159,67200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
21,TSF_Dilation,ProximalPhalanxTW,0.80488,44.45779,7.9137,67200,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
22,TSF_Dilation,SyntheticControl,0.82333,25.46615,7.11718,58800,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
23,TSF_Dilation,TwoLeadECG,0.50044,8.1177,17.13606,75600,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
24,TSF_Dilation,Wine,0.5,23.42811,12.02596,126000,1.0,1.0,"[3, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99]",14,200
