,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,num_of_random_dilations_per_window,win_lengths,norm_options,word_lengths,alphabet_size,feature_selection,max_feature_count
0,CBOSS_Dilation,ArrowHead,0.85714,2.42886,5.55363,100,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
1,CBOSS_Dilation,Beef,0.76667,5.32674,1.09181,58,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.8,8.13207,0.7473,86,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.95,6.75885,0.76337,150,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
4,CBOSS_Dilation,Car,0.88333,11.11224,2.18413,521,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
5,CBOSS_Dilation,CBF,0.99333,0.97533,26.59807,5,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,2.89897,0.98415,8,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.8366,2.60383,9.54811,17,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,2.42436,4.59215,450,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.74275,4.25652,9.35797,59,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.65468,2.48368,4.72898,90,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.84,1.34469,2.98655,0,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.99884,1.18469,24.69682,46,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.85617,0.21713,13.24827,0,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.58442,2.4441,5.17812,96,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.76632,3.52861,9.35308,40,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.53247,2.42635,5.0864,187,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.9,6.06261,1.11257,12,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,2.27027,3.39736,529,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.83902,2.31631,6.76319,98,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.86598,3.66691,9.66577,36,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.8,2.41304,6.86931,68,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.95667,1.47827,8.47376,445,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.9842,0.54913,31.64845,1,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
24,CBOSS_Dilation,Wine,0.72222,2.41017,1.55211,2,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]","[6, 8]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.82857,1.1371,5.58377,23,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
1,CBOSS_Dilation,Beef,0.76667,2.45133,1.06407,59,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.85,2.33334,0.75105,12,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.9,2.27371,0.75889,73,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
4,CBOSS_Dilation,Car,0.83333,5.0487,2.24671,32,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
5,CBOSS_Dilation,CBF,0.99222,0.46444,27.0025,55,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
6,CBOSS_Dilation,Coffee,0.96429,1.16505,0.95568,18,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.88889,1.2309,9.42967,8,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,1.08755,4.26116,42,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.75362,1.60977,8.31088,87,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.66187,1.09005,4.31662,18,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
11,CBOSS_Dilation,ECG200,0.84,0.4799,2.88511,54,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.99768,0.43708,25.02335,16,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.96113,0.08862,8.07589,16,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.61039,1.1011,4.86867,33,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.6323,1.49547,8.06599,11,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.53247,1.08007,4.75565,14,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
17,CBOSS_Dilation,OliveOil,0.86667,2.9672,0.99763,3,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
18,CBOSS_Dilation,Plane,1.0,0.91733,3.32077,103,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.84878,1.07333,6.25812,43,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.79381,1.50485,8.43341,11,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.79024,1.09513,6.31384,54,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.96667,0.55893,6.18503,156,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.93152,0.23213,23.28525,7,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
24,CBOSS_Dilation,Wine,0.5,1.08377,1.26864,2,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.82857,1.29245,5.63714,88,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
1,CBOSS_Dilation,Beef,0.73333,2.82656,1.07491,90,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.75,5.12402,0.73659,53,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.95,3.96865,0.75162,135,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
4,CBOSS_Dilation,Car,0.83333,6.00921,2.24067,74,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
5,CBOSS_Dilation,CBF,0.99444,0.49858,23.78933,0,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,1.56699,0.97714,10,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.8366,1.32611,9.48453,329,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.71942,1.31313,4.3742,98,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.71014,2.36503,8.42251,413,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.61871,1.35008,4.38289,168,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
11,CBOSS_Dilation,ECG200,0.83,0.77381,2.95286,54,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.99652,0.64439,24.82928,17,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.82799,0.12042,6.2898,1,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.61039,1.2274,4.69393,138,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.75258,1.92818,8.56798,187,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.56494,1.24642,4.79627,81,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
17,CBOSS_Dilation,OliveOil,0.86667,3.22104,1.1013,11,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
18,CBOSS_Dilation,Plane,1.0,1.20506,3.33359,42,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.83902,1.22691,6.45653,77,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.84536,1.9444,9.09349,76,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.77561,1.22903,6.37811,189,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.79667,0.86332,5.48575,24,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.98595,0.28934,26.48595,16,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
24,CBOSS_Dilation,Wine,0.77778,1.28013,1.61937,0,1,"[100, 90, 80, 70, 60, 50, 40, 30, 20, 12]","[True, False]",[8],4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.81143,2.10746,5.41582,17,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
1,CBOSS_Dilation,Beef,0.73333,4.37203,1.06517,5,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.95,4.07828,0.71644,23,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.8,4.05153,0.73932,4,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
4,CBOSS_Dilation,Car,0.76667,8.9188,2.04926,7,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
5,CBOSS_Dilation,CBF,0.98889,0.86496,26.20508,12,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,2.05209,0.92367,0,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.87582,2.34511,9.02507,6,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,1.97269,4.30079,36,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.71377,2.78182,8.57918,37,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.65468,1.95889,4.30661,6,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
11,CBOSS_Dilation,ECG200,0.83,0.88406,2.92651,27,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.99071,0.78682,24.25309,1,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.95335,0.16086,15.70453,2,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.62987,1.94662,4.7555,2,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.57732,2.58933,8.07114,0,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.58442,1.93745,4.73067,17,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
17,CBOSS_Dilation,OliveOil,0.83333,5.52604,0.97684,4,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
18,CBOSS_Dilation,Plane,1.0,1.67883,3.3187,12,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.81951,1.93409,6.29849,7,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.69416,2.84263,8.66857,2,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.73171,1.94033,6.26575,6,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.99333,1.00599,9.06845,8,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.93942,0.40267,28.40072,2,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
24,CBOSS_Dilation,Wine,0.5,1.94826,1.22832,0,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.85143,2.26909,5.5923,23,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
1,CBOSS_Dilation,Beef,0.73333,4.8432,1.05906,37,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.85,5.42698,0.74393,38,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.9,4.88755,0.73677,33,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
4,CBOSS_Dilation,Car,0.83333,9.71968,2.19605,283,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
5,CBOSS_Dilation,CBF,0.99444,0.91038,26.30322,3,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
6,CBOSS_Dilation,Coffee,1.0,2.35462,0.95355,30,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.84641,2.47442,9.50221,24,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,2.17264,4.52528,71,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.75725,3.31447,9.11662,216,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.66906,2.19867,4.53939,155,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.83,1.0829,3.01944,47,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.99884,0.9381,24.61711,10,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.89602,0.18295,15.37631,25,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.6039,2.16109,4.95337,116,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.71134,2.91669,8.45261,28,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.55195,2.174,4.99233,202,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.86667,5.89851,1.00927,10,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,1.89201,3.34945,137,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,2.1308,6.6122,57,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.78694,3.25211,9.64156,29,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.82439,2.14405,6.58065,119,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.98667,1.16943,9.08774,63,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.98068,0.47103,30.06143,6,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
24,CBOSS_Dilation,Wine,0.72222,2.25865,1.57276,4,1,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.81143,1.09748,5.47282,8,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
1,CBOSS_Dilation,Beef,0.76667,2.32399,1.0251,16,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.8,2.09655,0.73278,38,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.75,2.10903,0.73429,26,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
4,CBOSS_Dilation,Car,0.8,4.64932,2.09337,16,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
5,CBOSS_Dilation,CBF,0.99333,0.44918,26.57603,0,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,1.06292,0.93566,1,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.88562,1.20428,9.08766,3,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,1.0267,4.20929,18,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.71377,1.47294,8.19559,38,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.65468,1.05545,4.30616,21,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
11,CBOSS_Dilation,ECG200,0.83,0.4517,2.978,23,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.98606,0.41402,25.01937,9,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.95724,0.08323,8.35804,5,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.61688,1.05633,4.68941,22,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.61168,1.39066,7.27994,6,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.57792,1.02394,4.7193,15,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
17,CBOSS_Dilation,OliveOil,0.83333,2.81767,0.9735,2,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
18,CBOSS_Dilation,Plane,1.0,0.89507,3.35744,36,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,0.99564,6.09667,7,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.74914,1.51801,8.22936,8,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.75122,1.02654,6.1299,20,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.98667,0.54262,6.36094,32,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.95083,0.21283,20.19707,3,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
24,CBOSS_Dilation,Wine,0.51852,1.00318,1.16469,1,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.85143,1.19325,5.63693,42,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
1,CBOSS_Dilation,Beef,0.63333,2.52346,1.12506,303,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.8,3.18799,0.75286,74,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.95,2.83823,0.74013,125,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
4,CBOSS_Dilation,Car,0.85,5.14801,2.21686,234,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
5,CBOSS_Dilation,CBF,0.99778,0.47913,26.06024,28,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
6,CBOSS_Dilation,Coffee,0.96429,1.27588,0.97881,7,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.88562,1.2714,9.62131,27,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,1.16054,4.53152,234,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.74275,1.78279,8.54915,152,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.65468,1.17811,4.4042,161,1,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
