,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,num_of_random_dilations_per_window,win_lengths,norm_options,word_lengths,alphabet_size,feature_selection,max_feature_count
5,CBOSS_Dilation,CBF,0.99667,4.05012,26.41112,1044,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
6,CBOSS_Dilation,Coffee,0.96429,6.18215,1.04658,145,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.88889,3.49246,9.9486,1073,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.70504,43.75445,5.01027,493,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.71014,66.01874,9.8135,4959,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.6259,33.08778,4.94551,6699,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.78,11.08536,3.21238,1363,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,1.0,3.62167,24.62765,725,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.92031,5.20483,28.42367,116,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.46753,36.7935,5.31284,3248,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.76632,40.69667,9.90439,2059,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.48052,63.34502,5.5363,1595,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.86667,8.90383,1.17524,174,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,11.78417,3.62338,11368,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.80976,59.36398,6.37791,1015,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.81443,58.68279,9.89278,4031,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.7561,50.06035,7.04601,1972,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.84667,31.9622,9.41458,5742,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.63652,4.22633,30.84552,435,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
24,CBOSS_Dilation,Wine,0.5,3.6593,1.53432,174,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[4, 6]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.82857,3.53058,5.63139,870,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
1,CBOSS_Dilation,Beef,0.63333,2.68805,1.10078,580,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.85,2.65397,0.71474,406,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.8,15.71614,0.73697,1102,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
4,CBOSS_Dilation,Car,0.75,8.48884,2.08895,1189,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
5,CBOSS_Dilation,CBF,0.93222,2.24326,25.67891,1247,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
6,CBOSS_Dilation,Coffee,0.89286,9.25007,0.93093,348,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.81699,3.23634,8.89,580,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.68345,28.72499,4.33938,1015,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.61232,40.9952,8.96841,377,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.63309,29.13903,4.47675,435,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
11,CBOSS_Dilation,ECG200,0.75,10.80193,3.10169,493,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.93961,3.45782,25.18381,406,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.85131,2.33248,28.91755,261,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.61688,28.20702,4.94276,377,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.64948,26.53949,8.59098,319,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.46104,29.00901,4.92822,870,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
17,CBOSS_Dilation,OliveOil,0.6,14.6841,0.91259,29,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
18,CBOSS_Dilation,Plane,0.95238,3.28823,3.26359,1218,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,25.72791,6.36146,464,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.72509,29.79768,9.1678,174,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.69268,28.0584,6.40107,290,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.81,14.53156,9.34468,667,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.91484,5.71075,31.9903,29,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
24,CBOSS_Dilation,Wine,0.57407,10.56562,1.38242,29,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.69143,3.11002,5.60552,4379,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
1,CBOSS_Dilation,Beef,0.63333,6.0541,1.10245,11020,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.95,9.03647,0.73662,8555,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.95,8.35401,0.77756,1450,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
4,CBOSS_Dilation,Car,0.75,120.24348,2.11734,9686,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
5,CBOSS_Dilation,CBF,0.99667,8.50972,27.13712,3973,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,2.86455,0.97756,1769,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.82026,2.24563,9.18568,667,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.61871,32.22996,4.56572,8207,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.6558,23.30915,9.52233,4263,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.64029,32.72677,4.80195,1885,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
11,CBOSS_Dilation,ECG200,0.73,6.20722,3.07494,2929,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,1.0,5.46663,25.39353,580,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.82313,2.84164,26.15714,290,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,31.48398,4.92228,1827,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.6701,43.8203,9.33649,3219,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.44805,20.18715,5.20383,3074,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
17,CBOSS_Dilation,OliveOil,0.76667,3.07034,1.05753,319,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
18,CBOSS_Dilation,Plane,1.0,4.88363,3.61167,8439,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.77561,18.68746,6.90796,1218,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.811,45.49602,9.63139,1044,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.74634,32.42543,7.39669,2407,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.82667,10.19314,9.08258,15080,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.94908,3.85165,33.80822,261,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
24,CBOSS_Dilation,Wine,0.7037,4.87002,1.64915,232,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[6],4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.65714,10.37599,5.54707,2117,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
1,CBOSS_Dilation,Beef,0.56667,5.54459,1.06347,377,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.75,4.28708,0.76419,1102,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.85,4.73173,0.7662,319,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
4,CBOSS_Dilation,Car,0.7,9.14915,2.09366,1073,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
5,CBOSS_Dilation,CBF,0.98889,3.49901,26.53888,667,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,2.61535,0.97806,406,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.97386,2.79367,8.91217,754,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.58993,9.22867,4.56212,580,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.71739,85.76398,9.49516,580,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.61871,59.70772,4.59683,609,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
11,CBOSS_Dilation,ECG200,0.82,6.33069,3.14824,928,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.92683,5.22474,25.14437,319,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.84062,4.42538,29.07229,174,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.38961,32.89297,4.61616,348,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.62199,14.27333,9.11379,928,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.5,44.56649,4.81139,522,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
17,CBOSS_Dilation,OliveOil,0.66667,5.90135,1.0412,58,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
18,CBOSS_Dilation,Plane,1.0,9.07053,3.4083,2755,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.79024,57.37373,6.53624,319,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.84192,44.51681,9.5259,1276,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.74146,58.19978,6.30848,1595,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.94,29.7423,9.22548,3248,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.96137,5.469,35.64405,493,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
24,CBOSS_Dilation,Wine,0.68519,15.24256,1.33445,58,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.81714,30.95431,5.32618,3654,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
1,CBOSS_Dilation,Beef,0.7,4.01951,1.1243,4553,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.9,13.18121,0.7699,9918,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
3,CBOSS_Dilation,BirdChicken,1.0,12.10408,0.79388,14123,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
4,CBOSS_Dilation,Car,0.81667,7.08756,2.26478,7453,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
5,CBOSS_Dilation,CBF,0.97778,4.78908,26.40051,1537,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
6,CBOSS_Dilation,Coffee,0.85714,5.43403,1.08817,290,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.87908,4.38152,9.89707,6525,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,39.76969,4.73809,3509,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.71014,112.55831,8.81645,6960,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.64748,70.25675,4.73385,29638,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.78,11.42981,3.16277,2291,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.99768,4.3569,25.63188,638,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.59767,6.06774,25.85916,290,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.50649,15.64249,5.47178,9019,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.69072,28.25116,9.20092,3915,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.51299,16.93666,5.34937,7018,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.86667,11.89031,1.21862,435,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
18,CBOSS_Dilation,Plane,0.99048,8.25783,3.47517,23403,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.80488,16.65232,7.11133,7105,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.85911,51.34035,10.27377,3335,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.73659,58.16072,7.04969,15109,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.87667,34.72418,9.09381,9135,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.9403,4.66375,34.15612,522,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
24,CBOSS_Dilation,Wine,0.87037,10.50605,1.78117,638,29,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.82857,2.25996,5.51689,1479,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
1,CBOSS_Dilation,Beef,0.73333,12.88311,1.10285,1073,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.75,3.36511,0.76828,1450,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.85,7.22615,0.92106,2668,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
4,CBOSS_Dilation,Car,0.71667,51.06985,2.23071,1392,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
5,CBOSS_Dilation,CBF,0.97111,4.2674,26.71884,1189,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,6.08234,1.12858,29,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.80719,2.87731,10.30688,870,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.70504,15.71503,4.68141,1827,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.72464,45.34292,9.12171,406,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.55396,32.04005,4.53684,1827,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
11,CBOSS_Dilation,ECG200,0.85,6.40077,3.121,1189,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.94657,3.38397,26.26928,522,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.88921,3.9728,28.73155,174,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,12.21493,4.64126,725,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.7354,42.68096,9.23139,696,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.52597,32.317,5.14666,1885,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
17,CBOSS_Dilation,OliveOil,0.73333,21.25759,1.16593,174,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
18,CBOSS_Dilation,Plane,1.0,14.40214,3.57586,4031,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.73171,22.56067,6.74213,406,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.82818,45.07039,9.57963,1682,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.74146,31.44704,6.5169,3074,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.89333,16.83211,9.62732,3161,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.97454,3.74968,32.74388,58,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
24,CBOSS_Dilation,Wine,0.68519,21.80148,1.68785,174,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.77143,9.84157,5.74794,3393,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
1,CBOSS_Dilation,Beef,0.83333,28.79218,1.1501,18879,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.9,3.60728,0.72189,4031,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.95,7.27605,0.76026,3567,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
4,CBOSS_Dilation,Car,0.81667,17.73005,2.43515,12470,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
5,CBOSS_Dilation,CBF,0.94222,4.93712,24.45885,1624,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
6,CBOSS_Dilation,Coffee,0.96429,3.57098,0.97937,696,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.85948,1.81984,11.33381,2755,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.67626,29.01053,4.82813,10643,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.73188,33.06448,9.59199,7047,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.61871,24.75184,4.72606,7714,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
11,CBOSS_Dilation,ECG200,0.76,12.7207,3.08281,1711,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.83275,2.83589,24.67637,638,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.71331,3.25518,26.39102,406,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.54545,35.45391,5.30893,3132,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.75258,50.00059,9.31119,3509,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.49351,25.43036,5.32741,5423,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
17,CBOSS_Dilation,OliveOil,0.86667,12.77774,1.1138,2494,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
18,CBOSS_Dilation,Plane,1.0,11.34712,3.54212,29493,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.77561,30.27602,6.60701,7743,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.83505,45.11251,9.50701,5771,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.79024,35.32421,7.27202,10498,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.74333,22.09504,7.99079,5887,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.50044,4.65172,29.28554,261,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
24,CBOSS_Dilation,Wine,0.59259,10.53738,1.78601,406,29,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.6,4.05618,5.36156,551,29,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
